Algorithm,Processors,Size(bytes),Avg_Latency(us)
5,28,65536,81.56
5,28,131072,142.33
5,28,262144,270.23
5,28,524288,498.88
5,28,1048576,955.27
5,32,1,7.03
5,32,2,8.71
5,32,4,4.96
5,32,8,3.30
5,32,16,2.68
5,32,32,2.86
5,32,64,4.39
5,32,128,15.80
5,32,256,14.88
5,32,512,19.91
5,32,1024,19.78
5,32,2048,35.98
5,32,4096,42.61
5,32,8192,57.11
5,32,16384,35.26
5,32,32768,44.76
5,32,65536,83.60
5,32,131072,147.98
5,32,262144,277.05
5,32,524288,540.42
5,32,1048576,1053.56
5,36,1,7297.83
5,36,2,4.28
5,36,4,6.89
5,36,8,4.98
5,36,16,4.24
5,36,32,4.09
5,36,64,6.82
5,36,128,17.70
5,36,256,17.54
5,36,512,22.92
5,36,1024,22.93
5,36,2048,40.41
5,36,4096,46.32
5,36,8192,63.43
5,36,16384,39.09
5,36,32768,49.05
5,36,65536,93.95
5,36,131072,176.14
5,36,262144,335.41
5,36,524288,639.75
5,36,1048576,1246.53
5,40,1,1446.13
5,40,2,5.68
5,40,4,6.66
5,40,8,3.88
5,40,16,3.81
5,40,32,4.26
5,40,64,6.27
5,40,128,15.94
5,40,256,16.44
5,40,512,21.04
5,40,1024,22.05
5,40,2048,37.52
5,40,4096,50.26
5,40,8192,60.86
5,40,16384,37.41
5,40,32768,56.86
5,40,65536,101.32
5,40,131072,214.02
5,40,262144,406.82
5,40,524288,801.70
5,40,1048576,1591.24
5,44,1,1708.14
5,44,2,12.65
5,44,4,8.23
5,44,8,4.32
5,44,16,3.61
5,44,32,3.77
5,44,64,5.50
5,44,128,16.69
5,44,256,19.79
5,44,512,21.88
5,44,1024,23.41
5,44,2048,39.94
5,44,4096,47.94
5,44,8192,64.16
5,44,16384,42.00
5,44,32768,60.92
5,44,65536,108.78
5,44,131072,220.01
5,44,262144,430.64
5,44,524288,850.51
5,44,1048576,1648.52
5,48,1,1680.10
5,48,2,12.63
5,48,4,7.00
5,48,8,3.94
5,48,16,3.35
5,48,32,4.66
5,48,64,5.52
5,48,128,17.06
5,48,256,16.81
5,48,512,21.65
5,48,1024,22.91
5,48,2048,39.60
5,48,4096,47.71
5,48,8192,62.27
5,48,16384,39.89
5,48,32768,57.91
5,48,65536,105.23
5,48,131072,237.59
5,48,262144,445.13
5,48,524288,856.71
5,48,1048576,1702.66
0,4,1,1.73
0,4,2,0.40
0,4,4,0.37
0,4,8,0.30
0,4,16,0.36
0,4,32,1.83
0,4,64,0.59
0,4,128,4.33
0,4,256,4.72
0,4,512,5.41
0,4,1024,4.96
0,4,2048,9.57
0,4,4096,14.77
0,4,8192,20.81
0,4,16384,5.76
0,4,32768,9.63
0,4,65536,12.62
0,4,131072,32.21
0,4,262144,58.08
0,4,524288,106.21
0,4,1048576,255.77
0,8,1,2.12
0,8,2,0.75
0,8,4,2.30
0,8,8,0.84
0,8,16,0.74
0,8,32,0.81
0,8,64,1.00
0,8,128,7.91
0,8,256,7.36
0,8,512,9.33
0,8,1024,11.61
0,8,2048,12.02
0,8,4096,24.70
0,8,8192,30.91
0,8,16384,14.07
0,8,32768,16.66
0,8,65536,37.43
0,8,131072,59.13
0,8,262144,116.51
0,8,524288,231.08
0,8,1048576,413.08
0,12,1,33.50
0,12,2,7.91
0,12,4,3.39
0,12,8,1.87
0,12,16,2.04
0,12,32,1.90
0,12,64,1.32
0,12,128,9.83
0,12,256,18.79
0,12,512,12.26
0,12,1024,13.59
0,12,2048,21.09
0,12,4096,31.01
0,12,8192,39.04
0,12,16384,15.36
0,12,32768,27.36
0,12,65536,45.19
0,12,131072,86.39
0,12,262144,172.81
0,12,524288,362.45
0,12,1048576,634.19
0,16,1,0.99
0,16,2,1.09
0,16,4,3.83
0,16,8,0.78
0,16,16,0.89
0,16,32,1.13
0,16,64,0.97
0,16,128,11.22
0,16,256,10.93
0,16,512,12.07
0,16,1024,12.06
0,16,2048,18.73
0,16,4096,31.77
0,16,8192,36.99
0,16,16384,20.79
0,16,32768,32.90
0,16,65536,55.15
0,16,131072,106.67
0,16,262144,205.62
0,16,524288,419.14
0,16,1048576,802.32
0,20,1,66.34
0,20,2,3.41
0,20,4,5.86
0,20,8,3.71
0,20,16,3.48
0,20,32,3.88
0,20,64,2.82
0,20,128,14.90
0,20,256,20.13
0,20,512,15.54
0,20,1024,19.33
0,20,2048,24.64
0,20,4096,37.21
0,20,8192,49.46
0,20,16384,27.32
0,20,32768,55.27
0,20,65536,82.79
0,20,131072,159.10
0,20,262144,316.71
0,20,524288,604.61
0,20,1048576,1554.64
0,24,1,52.99
0,24,2,8.96
0,24,4,2.07
0,24,8,2.74
0,24,16,3.05
0,24,32,2.69
0,24,64,2.87
0,24,128,16.25
0,24,256,24.00
0,24,512,15.34
0,24,1024,22.80
0,24,2048,28.07
0,24,4096,49.38
0,24,8192,59.02
0,24,16384,32.28
0,24,32768,62.88
0,24,65536,109.23
0,24,131072,195.82
0,24,262144,384.34
0,24,524288,735.36
0,24,1048576,1381.84
0,28,1,41.70
0,28,2,2.68
0,28,4,2.87
0,28,8,3.80
0,28,16,2.49
0,28,32,2.60
0,28,64,4.16
0,28,128,15.45
0,28,256,24.66
0,28,512,14.72
0,28,1024,22.34
0,28,2048,22.37
0,28,4096,37.94
0,28,8192,47.51
0,28,16384,24.57
0,28,32768,51.15
0,28,65536,84.77
0,28,131072,176.44
0,28,262144,320.76
0,28,524288,629.25
0,28,1048576,977.20
0,32,1,1512.13
0,32,2,5.70
0,32,4,2.11
0,32,8,2.18
0,32,16,2.05
0,32,32,2.01
0,32,64,3.80
0,32,128,11.39
0,32,256,12.27
0,32,512,15.77
0,32,1024,17.06
0,32,2048,57.12
0,32,4096,37.50
0,32,8192,52.09
0,32,16384,21.31
0,32,32768,41.85
0,32,65536,78.74
0,32,131072,137.84
0,32,262144,292.35
0,32,524288,600.20
0,32,1048576,1038.61
0,36,1,11.14
0,36,2,6.35
0,36,4,8.84
0,36,8,4.43
0,36,16,4.08
0,36,32,4.29
0,36,64,4.99
0,36,128,16.76
0,36,256,16.47
0,36,512,20.24
0,36,1024,23.00
0,36,2048,64.54
0,36,4096,39.96
0,36,8192,59.56
0,36,16384,22.59
0,36,32768,32.87
0,36,65536,60.21
0,36,131072,150.40
0,36,262144,266.44
0,36,524288,552.43
0,36,1048576,1033.60
0,40,1,9.92
0,40,2,10.91
0,40,4,4.42
0,40,8,4.00
0,40,16,3.15
0,40,32,3.66
0,40,64,5.72
0,40,128,15.74
0,40,256,15.46
0,40,512,18.96
0,40,1024,21.16
0,40,2048,61.21
0,40,4096,39.87
0,40,8192,58.73
0,40,16384,27.26
0,40,32768,35.88
0,40,65536,68.09
0,40,131072,128.83
0,40,262144,263.86
0,40,524288,500.66
0,40,1048576,776.95
0,44,1,8.79
0,44,2,12.95
0,44,4,5.14
0,44,8,3.99
0,44,16,3.33
0,44,32,3.38
0,44,64,5.63
0,44,128,13.77
0,44,256,13.64
0,44,512,15.61
0,44,1024,19.03
0,44,2048,59.56
0,44,4096,38.82
0,44,8192,51.95
0,44,16384,25.68
0,44,32768,36.64
0,44,65536,65.04
0,44,131072,128.59
0,44,262144,244.28
0,44,524288,515.62
0,44,1048576,847.80
0,48,1,8.59
0,48,2,12.26
0,48,4,4.31
0,48,8,4.69
0,48,16,3.10
0,48,32,3.82
0,48,64,5.55
0,48,128,16.86
0,48,256,15.85
0,48,512,20.75
0,48,1024,22.71
0,48,2048,68.81
0,48,4096,48.87
0,48,8192,63.70
0,48,16384,31.34
0,48,32768,39.18
0,48,65536,71.61
0,48,131072,146.72
0,48,262144,262.54
0,48,524288,566.18
0,48,1048576,1002.93
1,4,1,1.65
1,4,2,0.29
1,4,4,0.33
1,4,8,0.20
1,4,16,0.20
1,4,32,0.25
1,4,64,0.26
1,4,128,4.84
1,4,256,7.27
1,4,512,5.21
1,4,1024,9.27
1,4,2048,9.46
1,4,4096,19.23
1,4,8192,20.14
1,4,16384,7.19
1,4,32768,10.29
1,4,65536,14.25
1,4,131072,26.54
1,4,262144,57.78
1,4,524288,112.74
1,4,1048576,227.90
1,8,1,1.87
1,8,2,0.59
1,8,4,3.14
1,8,8,0.82
1,8,16,0.64
1,8,32,0.80
1,8,64,1.07
1,8,128,10.15
1,8,256,10.19
1,8,512,10.75
1,8,1024,17.05
1,8,2048,18.74
1,8,4096,28.09
1,8,8192,39.63
1,8,16384,9.84
1,8,32768,16.88
1,8,65536,30.77
1,8,131072,59.11
1,8,262144,111.97
1,8,524288,234.12
1,8,1048576,477.36
1,12,1,33.41
1,12,2,2.09
1,12,4,4.57
1,12,8,1.58
1,12,16,1.91
1,12,32,2.51
1,12,64,1.63
1,12,128,14.20
1,12,256,29.95
1,12,512,24.62
1,12,1024,25.54
1,12,2048,33.32
1,12,4096,44.72
1,12,8192,56.82
1,12,16384,14.18
1,12,32768,27.09
1,12,65536,42.62
1,12,131072,74.06
1,12,262144,157.18
1,12,524288,347.89
1,12,1048576,675.51
1,16,1,4.53
1,16,2,8.72
1,16,4,14.92
1,16,8,1.38
1,16,16,1.21
1,16,32,1.65
1,16,64,1.74
1,16,128,20.44
1,16,256,19.96
1,16,512,21.56
1,16,1024,21.79
1,16,2048,31.00
1,16,4096,54.70
1,16,8192,67.32
1,16,16384,25.08
1,16,32768,35.76
1,16,65536,73.42
1,16,131072,152.68
1,16,262144,303.92
1,16,524288,601.65
1,16,1048576,1075.59
1,20,1,109.32
1,20,2,14.92
1,20,4,13.63
1,20,8,6.97
1,20,16,8.33
1,20,32,7.84
1,20,64,6.74
1,20,128,55.36
1,20,256,59.69
1,20,512,32.30
1,20,1024,39.33
1,20,2048,49.58
1,20,4096,82.91
1,20,8192,108.07
1,20,16384,27.47
1,20,32768,55.42
1,20,65536,104.07
1,20,131072,194.64
1,20,262144,429.53
1,20,524288,942.90
1,20,1048576,1603.90
1,24,1,32.64
1,24,2,13.35
1,24,4,5.74
1,24,8,3.81
1,24,16,4.19
1,24,32,6.09
1,24,64,2.48
1,24,128,30.90
1,24,256,43.25
1,24,512,33.34
1,24,1024,44.17
1,24,2048,51.50
1,24,4096,90.80
1,24,8192,112.07
1,24,16384,31.07
1,24,32768,57.60
1,24,65536,112.31
1,24,131072,228.19
1,24,262144,489.39
1,24,524288,930.49
1,24,1048576,1847.91
1,28,1,20.61
1,28,2,12.03
1,28,4,12.50
1,28,8,3.67
1,28,16,3.80
1,28,32,5.66
1,28,64,2.80
1,28,128,35.08
1,28,256,47.24
1,28,512,40.26
1,28,1024,56.47
1,28,2048,58.02
1,28,4096,103.21
1,28,8192,129.00
1,28,16384,30.70
1,28,32768,60.46
1,28,65536,114.15
1,28,131072,217.41
1,28,262144,416.93
1,28,524288,907.45
1,28,1048576,1572.97
1,32,1,4.65
1,32,2,3.72
1,32,4,11.29
1,32,8,1.79
1,32,16,1.71
1,32,32,2.96
1,32,64,4.10
1,32,128,35.80
1,32,256,36.20
1,32,512,43.38
1,32,1024,50.58
1,32,2048,71.91
1,32,4096,96.85
1,32,8192,133.21
1,32,16384,26.56
1,32,32768,47.39
1,32,65536,110.23
1,32,131072,197.88
1,32,262144,410.89
1,32,524288,809.46
1,32,1048576,1570.95
1,36,1,8.08
1,36,2,9.44
1,36,4,13.08
1,36,8,5.59
1,36,16,5.93
1,36,32,5.09
1,36,64,7.14
1,36,128,43.41
1,36,256,42.39
1,36,512,50.73
1,36,1024,57.28
1,36,2048,82.84
1,36,4096,114.17
1,36,8192,155.45
1,36,16384,31.85
1,36,32768,55.37
1,36,65536,115.70
1,36,131072,221.03
1,36,262144,404.58
1,36,524288,783.31
1,36,1048576,1458.30
1,40,1,5.03
1,40,2,7.47
1,40,4,15.53
1,40,8,4.53
1,40,16,4.45
1,40,32,4.68
1,40,64,11.23
1,40,128,46.87
1,40,256,43.80
1,40,512,53.12
1,40,1024,62.14
1,40,2048,89.43
1,40,4096,123.02
1,40,8192,167.52
1,40,16384,35.33
1,40,32768,60.63
1,40,65536,114.84
1,40,131072,219.75
1,40,262144,418.91
1,40,524288,882.05
1,40,1048576,1634.91
1,44,1,4.43
1,44,2,11.04
1,44,4,13.65
1,44,8,6.07
1,44,16,4.60
1,44,32,5.31
1,44,64,9.13
1,44,128,42.85
1,44,256,40.89
1,44,512,51.09
1,44,1024,64.59
1,44,2048,89.03
1,44,4096,121.60
1,44,8192,158.73
1,44,16384,33.34
1,44,32768,189.32
1,44,65536,131.68
1,44,131072,226.72
1,44,262144,438.99
1,44,524288,945.08
1,44,1048576,1823.82
1,48,1,4.90
1,48,2,8.27
1,48,4,16.34
1,48,8,5.89
1,48,16,5.41
1,48,32,5.20
1,48,64,9.84
1,48,128,47.45
1,48,256,47.28
1,48,512,56.43
1,48,1024,79.48
1,48,2048,104.77
1,48,4096,127.40
1,48,8192,179.69
1,48,16384,38.87
1,48,32768,81.98
1,48,65536,155.49
1,48,131072,243.59
1,48,262144,515.89
1,48,524288,941.76
1,48,1048576,1807.33
2,4,1,1.88
2,4,2,0.31
2,4,4,0.21
2,4,8,0.20
2,4,16,0.22
2,4,32,0.30
2,4,64,0.45
2,4,128,5.08
2,4,256,7.28
2,4,512,5.15
2,4,1024,9.34
2,4,2048,9.61
2,4,4096,14.09
2,4,8192,20.90
2,4,16384,6.54
2,4,32768,10.35
2,4,65536,16.28
2,4,131072,27.49
2,4,262144,61.56
2,4,524288,99.23
2,4,1048576,196.28
2,8,1,8.56
2,8,2,1.35
2,8,4,7.33
2,8,8,1.72
2,8,16,1.68
2,8,32,1.65
2,8,64,1.76
2,8,128,16.93
2,8,256,16.78
2,8,512,26.26
2,8,1024,26.80
2,8,2048,29.46
2,8,4096,50.21
2,8,8192,64.04
2,8,16384,15.54
2,8,32768,20.08
2,8,65536,34.21
2,8,131072,58.37
2,8,262144,117.82
2,8,524288,257.56
2,8,1048576,452.08
2,12,1,31.09
2,12,2,1.88
2,12,4,3.33
2,12,8,1.79
2,12,16,1.92
2,12,32,1.88
2,12,64,2.45
2,12,128,9.94
2,12,256,18.50
2,12,512,15.44
2,12,1024,15.70
2,12,2048,21.91
2,12,4096,33.97
2,12,8192,37.82
2,12,16384,18.68
2,12,32768,24.10
2,12,65536,38.96
2,12,131072,70.04
2,12,262144,129.39
2,12,524288,259.69
2,12,1048576,528.35
2,16,1,1.98
2,16,2,6.51
2,16,4,6.29
2,16,8,1.17
2,16,16,1.12
2,16,32,1.64
2,16,64,1.40
2,16,128,12.40
2,16,256,10.94
2,16,512,11.46
2,16,1024,12.20
2,16,2048,20.68
2,16,4096,34.29
2,16,8192,39.32
2,16,16384,25.79
2,16,32768,34.21
2,16,65536,65.64
2,16,131072,113.03
2,16,262144,191.65
2,16,524288,395.07
2,16,1048576,769.73
2,20,1,93.50
2,20,2,5.84
2,20,4,6.07
2,20,8,3.72
2,20,16,4.41
2,20,32,4.47
2,20,64,5.07
2,20,128,16.60
2,20,256,22.60
2,20,512,16.99
2,20,1024,22.30
2,20,2048,27.20
2,20,4096,51.43
2,20,8192,57.56
2,20,16384,33.63
2,20,32768,46.97
2,20,65536,74.93
2,20,131072,135.56
2,20,262144,254.02
2,20,524288,493.02
2,20,1048576,953.19
2,24,1,34.80
2,24,2,7.11
2,24,4,4.00
2,24,8,6.32
2,24,16,3.72
2,24,32,3.69
2,24,64,4.82
2,24,128,17.92
2,24,256,22.96
2,24,512,16.45
2,24,1024,24.08
2,24,2048,26.70
2,24,4096,49.63
2,24,8192,60.86
2,24,16384,41.23
2,24,32768,42.22
2,24,65536,74.95
2,24,131072,143.93
2,24,262144,244.85
2,24,524288,506.43
2,24,1048576,1163.36
2,28,1,294.28
2,28,2,7.21
2,28,4,5.15
2,28,8,3.27
2,28,16,3.34
2,28,32,3.45
2,28,64,5.81
2,28,128,19.47
2,28,256,28.19
2,28,512,20.05
2,28,1024,27.32
2,28,2048,31.91
2,28,4096,60.70
2,28,8192,71.06
2,28,16384,39.01
2,28,32768,53.17
2,28,65536,81.10
2,28,131072,151.84
2,28,262144,270.09
2,28,524288,551.20
2,28,1048576,1051.93
2,32,1,6863.68
2,32,2,6.43
2,32,4,10.88
2,32,8,3.17
2,32,16,2.72
2,32,32,2.97
2,32,64,4.32
2,32,128,18.29
2,32,256,20.30
2,32,512,19.99
2,32,1024,27.22
2,32,2048,46.86
2,32,4096,52.31
2,32,8192,69.14
2,32,16384,37.02
2,32,32768,47.97
2,32,65536,87.95
2,32,131072,134.13
2,32,262144,252.01
2,32,524288,490.79
2,32,1048576,995.92
2,36,1,719.64
2,36,2,7.04
2,36,4,15.91
2,36,8,5.85
2,36,16,5.28
2,36,32,6.43
2,36,64,5.41
2,36,128,20.48
2,36,256,20.11
2,36,512,24.18
2,36,1024,28.73
2,36,2048,46.86
2,36,4096,57.98
2,36,8192,75.29
2,36,16384,40.87
2,36,32768,54.00
2,36,65536,88.27
2,36,131072,154.03
2,36,262144,285.77
2,36,524288,521.68
2,36,1048576,1021.27
2,40,1,2771.69
2,40,2,12.02
2,40,4,10.01
2,40,8,5.17
2,40,16,3.96
2,40,32,4.49
2,40,64,5.33
2,40,128,22.46
2,40,256,20.57
2,40,512,25.92
2,40,1024,32.05
2,40,2048,52.35
2,40,4096,60.36
2,40,8192,78.99
2,40,16384,52.21
2,40,32768,59.75
2,40,65536,93.30
2,40,131072,163.99
2,40,262144,297.71
2,40,524288,580.11
2,40,1048576,1088.22
2,44,1,3412.36
2,44,2,11.81
2,44,4,7.80
2,44,8,5.70
2,44,16,4.22
2,44,32,4.54
2,44,64,5.44
2,44,128,22.58
2,44,256,21.36
2,44,512,26.19
2,44,1024,33.30
2,44,2048,51.81
2,44,4096,68.44
2,44,8192,83.63
2,44,16384,49.61
2,44,32768,61.69
2,44,65536,96.34
2,44,131072,168.28
2,44,262144,309.85
2,44,524288,588.73
2,44,1048576,1196.44
2,48,1,487.37
2,48,2,6.50
2,48,4,10.09
2,48,8,3.78
2,48,16,4.29
2,48,32,4.57
2,48,64,5.31
2,48,128,22.51
2,48,256,22.25
2,48,512,27.33
2,48,1024,34.81
2,48,2048,57.86
2,48,4096,65.98
2,48,8192,90.41
2,48,16384,52.69
2,48,32768,61.27
2,48,65536,96.86
2,48,131072,156.47
2,48,262144,292.74
2,48,524288,569.91
2,48,1048576,1157.14
5,4,1,4.59
5,4,2,0.36
5,4,4,0.35
5,4,8,0.42
5,4,16,0.43
5,4,32,1.63
5,4,64,0.42
5,4,128,4.34
5,4,256,4.59
5,4,512,4.74
5,4,1024,4.69
5,4,2048,9.93
5,4,4096,15.64
5,4,8192,19.84
5,4,16384,8.42
5,4,32768,16.37
5,4,65536,20.16
5,4,131072,29.62
5,4,262144,52.43
5,4,524288,99.12
5,4,1048576,202.04
5,8,1,1.32
5,8,2,0.82
5,8,4,4.75
5,8,8,0.77
5,8,16,0.75
5,8,32,1.06
5,8,64,0.72
5,8,128,8.00
5,8,256,7.96
5,8,512,7.62
5,8,1024,14.38
5,8,2048,15.50
5,8,4096,22.99
5,8,8192,42.89
5,8,16384,14.26
5,8,32768,18.18
5,8,65536,32.83
5,8,131072,55.36
5,8,262144,109.01
5,8,524288,202.91
5,8,1048576,396.37
5,12,1,43.81
5,12,2,3.07
5,12,4,6.17
5,12,8,2.93
5,12,16,2.91
5,12,32,2.92
5,12,64,8.94
5,12,128,12.02
5,12,256,26.28
5,12,512,22.04
5,12,1024,22.36
5,12,2048,31.00
5,12,4096,39.29
5,12,8192,51.20
5,12,16384,22.52
5,12,32768,26.60
5,12,65536,43.70
5,12,131072,88.13
5,12,262144,149.41
5,12,524288,306.41
5,12,1048576,574.77
5,16,1,5.55
5,16,2,1.42
5,16,4,3.89
5,16,8,1.44
5,16,16,1.23
5,16,32,1.66
5,16,64,1.45
5,16,128,11.65
5,16,256,11.02
5,16,512,11.79
5,16,1024,12.94
5,16,2048,19.23
5,16,4096,34.05
5,16,8192,39.18
5,16,16384,22.11
5,16,32768,32.24
5,16,65536,53.74
5,16,131072,102.58
5,16,262144,189.75
5,16,524288,367.18
5,16,1048576,704.90
5,20,1,59.89
5,20,2,6.29
5,20,4,3.29
5,20,8,3.86
5,20,16,3.82
5,20,32,3.68
5,20,64,4.92
5,20,128,13.67
5,20,256,16.16
5,20,512,13.95
5,20,1024,18.92
5,20,2048,23.08
5,20,4096,44.17
5,20,8192,49.59
5,20,16384,28.82
5,20,32768,37.65
5,20,65536,67.58
5,20,131072,126.43
5,20,262144,244.10
5,20,524288,474.18
5,20,1048576,870.12
5,24,1,63.75
5,24,2,7.38
5,24,4,3.53
5,24,8,3.51
5,24,16,4.03
5,24,32,3.81
5,24,64,6.75
5,24,128,33.89
5,24,256,19.68
5,24,512,15.84
5,24,1024,22.69
5,24,2048,23.22
5,24,4096,47.14
5,24,8192,66.76
5,24,16384,35.53
5,24,32768,52.01
5,24,65536,76.86
5,24,131072,139.03
5,24,262144,266.82
5,24,524288,525.19
5,24,1048576,931.21
5,28,1,61.94
5,28,2,9.42
5,28,4,4.21
5,28,8,3.13
5,28,16,3.48
5,28,32,3.90
5,28,64,4.46
5,28,128,15.72
5,28,256,21.15
5,28,512,16.26
5,28,1024,22.91
5,28,2048,26.14
5,28,4096,48.10
5,28,8192,66.27
5,28,16384,33.33
5,28,32768,45.48
5,28,65536,80.58
5,28,131072,141.01
5,28,262144,269.63
5,28,524288,509.96
5,28,1048576,945.37
5,32,1,1434.95
5,32,2,8.38
5,32,4,4.96
5,32,8,4.39
5,32,16,2.34
5,32,32,2.75
5,32,64,5.12
5,32,128,15.57
5,32,256,15.27
5,32,512,20.43
5,32,1024,19.82
5,32,2048,36.97
5,32,4096,43.51
5,32,8192,57.39
5,32,16384,33.22
5,32,32768,46.51
5,32,65536,82.39
5,32,131072,146.93
5,32,262144,281.38
5,32,524288,541.84
5,32,1048576,1064.70
5,36,1,5940.43
5,36,2,6.35
5,36,4,6.95
5,36,8,5.84
5,36,16,4.11
5,36,32,4.63
5,36,64,5.47
5,36,128,17.57
5,36,256,17.12
5,36,512,22.96
5,36,1024,22.73
5,36,2048,39.30
5,36,4096,46.09
5,36,8192,60.75
5,36,16384,38.22
5,36,32768,50.37
5,36,65536,88.47
5,36,131072,169.61
5,36,262144,328.59
5,36,524288,648.67
5,36,1048576,1245.13
5,40,1,1620.46
5,40,2,8.55
5,40,4,6.95
5,40,8,4.69
5,40,16,3.81
5,40,32,4.08
5,40,64,6.33
5,40,128,16.32
5,40,256,17.03
5,40,512,22.49
5,40,1024,22.68
5,40,2048,38.63
5,40,4096,46.70
5,40,8192,62.18
5,40,16384,41.60
5,40,32768,57.35
5,40,65536,102.28
5,40,131072,217.92
5,40,262144,431.50
5,40,524288,849.73
5,40,1048576,1669.84
5,44,1,1523.94
5,44,2,12.76
5,44,4,7.07
5,44,8,4.70
5,44,16,3.64
5,44,32,3.80
5,44,64,5.59
5,44,128,16.35
5,44,256,16.47
5,44,512,21.52
5,44,1024,23.21
5,44,2048,46.81
5,44,4096,46.53
5,44,8192,62.21
5,44,16384,47.52
5,44,32768,58.03
5,44,65536,98.78
5,44,131072,226.44
5,44,262144,429.67
5,44,524288,824.48
5,44,1048576,1664.71
5,48,1,1714.72
5,48,2,10.64
5,48,4,6.97
5,48,8,3.29
5,48,16,3.46
5,48,32,19.27
5,48,64,5.79
5,48,128,16.90
5,48,256,17.68
5,48,512,22.51
5,48,1024,23.87
5,48,2048,40.39
5,48,4096,48.62
5,48,8192,63.66
5,48,16384,41.36
5,48,32768,60.91
5,48,65536,112.38
5,48,131072,225.52
5,48,262144,452.75
5,48,524288,877.91
5,48,1048576,1741.24
0,4,1,1.74
0,4,2,0.43
0,4,4,0.31
0,4,8,0.32
0,4,16,0.41
0,4,32,1.75
0,4,64,0.47
0,4,128,4.44
0,4,256,4.85
0,4,512,5.04
0,4,1024,4.69
0,4,2048,9.49
0,4,4096,14.43
0,4,8192,21.91
0,4,16384,6.04
0,4,32768,10.22
0,4,65536,17.06
0,4,131072,30.87
0,4,262144,58.99
0,4,524288,113.00
0,4,1048576,256.39
0,8,1,1.06
0,8,2,0.67
0,8,4,2.09
0,8,8,1.61
0,8,16,0.73
0,8,32,0.84
0,8,64,0.72
0,8,128,7.67
0,8,256,7.14
0,8,512,7.37
0,8,1024,11.52
0,8,2048,11.97
0,8,4096,24.27
0,8,8192,31.10
0,8,16384,14.29
0,8,32768,17.08
0,8,65536,29.73
0,8,131072,61.74
0,8,262144,116.57
0,8,524288,231.13
0,8,1048576,454.68
0,12,1,69.74
0,12,2,6.16
0,12,4,11.53
0,12,8,6.19
0,12,16,6.14
0,12,32,5.90
0,12,64,3.97
0,12,128,21.48
0,12,256,33.21
0,12,512,25.72
0,12,1024,28.09
0,12,2048,43.53
0,12,4096,56.80
0,12,8192,57.43
0,12,16384,19.61
0,12,32768,33.41
0,12,65536,76.44
0,12,131072,99.43
0,12,262144,191.05
0,12,524288,389.76
0,12,1048576,767.31
0,16,1,1.66
0,16,2,0.70
0,16,4,6.84
0,16,8,1.32
0,16,16,1.46
0,16,32,1.59
0,16,64,1.36
0,16,128,11.23
0,16,256,11.49
0,16,512,11.34
0,16,1024,11.90
0,16,2048,21.93
0,16,4096,32.12
0,16,8192,36.82
0,16,16384,20.29
0,16,32768,34.19
0,16,65536,55.58
0,16,131072,105.93
0,16,262144,200.77
0,16,524288,394.15
0,16,1048576,748.82
0,20,1,59.85
0,20,2,3.08
0,20,4,4.30
0,20,8,3.91
0,20,16,3.73
0,20,32,3.80
0,20,64,2.99
0,20,128,15.16
0,20,256,20.76
0,20,512,14.44
0,20,1024,19.43
0,20,2048,24.45
0,20,4096,36.42
0,20,8192,46.64
0,20,16384,26.78
0,20,32768,45.64
0,20,65536,80.82
0,20,131072,162.55
0,20,262144,310.79
0,20,524288,582.52
0,20,1048576,1396.94
0,24,1,33.99
0,24,2,6.25
0,24,4,3.65
0,24,8,2.81
0,24,16,3.47
0,24,32,3.11
0,24,64,2.37
0,24,128,14.99
0,24,256,23.62
0,24,512,13.59
0,24,1024,21.56
0,24,2048,24.35
0,24,4096,38.01
0,24,8192,47.11
0,24,16384,24.91
0,24,32768,48.23
0,24,65536,89.91
0,24,131072,161.24
0,24,262144,290.61
0,24,524288,590.99
0,24,1048576,1018.61
0,28,1,37.62
0,28,2,3.41
0,28,4,2.86
0,28,8,2.99
0,28,16,3.44
0,28,32,2.78
0,28,64,3.81
0,28,128,15.17
0,28,256,24.76
0,28,512,15.11
0,28,1024,20.61
0,28,2048,23.12
0,28,4096,43.49
0,28,8192,48.08
0,28,16384,26.67
0,28,32768,49.63
0,28,65536,96.99
0,28,131072,165.02
0,28,262144,303.93
0,28,524288,607.04
0,28,1048576,977.95
0,32,1,1540.47
0,32,2,8.08
0,32,4,3.95
0,32,8,2.54
0,32,16,2.46
0,32,32,2.23
0,32,64,3.98
0,32,128,11.92
0,32,256,12.04
0,32,512,15.91
0,32,1024,17.53
0,32,2048,59.15
0,32,4096,42.24
0,32,8192,59.13
0,32,16384,24.97
0,32,32768,43.65
0,32,65536,68.73
0,32,131072,151.09
0,32,262144,286.28
0,32,524288,566.63
0,32,1048576,1016.98
0,36,1,13.16
0,36,2,5.00
0,36,4,4.88
0,36,8,8.65
0,36,16,4.49
0,36,32,3.85
0,36,64,4.72
0,36,128,14.46
0,36,256,14.09
0,36,512,16.97
0,36,1024,19.45
0,36,2048,64.77
0,36,4096,36.79
0,36,8192,52.48
0,36,16384,22.73
0,36,32768,33.09
0,36,65536,57.40
0,36,131072,129.62
0,36,262144,261.53
0,36,524288,514.57
0,36,1048576,818.01
0,40,1,253.59
0,40,2,12.59
0,40,4,3.82
0,40,8,4.34
0,40,16,3.56
0,40,32,3.31
0,40,64,5.93
0,40,128,13.84
0,40,256,13.87
0,40,512,17.12
